SMILES,pKD
CNS(=O)(=O)c1ccccc1Cl,6.034867358576641
CNc1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.471985787685622
COC(=O)N1CCCN(c2ncnc(SC)c2CC(=O)N2CCC[C@H](C(N)=O)C2)CC1,5.745487997043694
COC(=O)N[C@H]1CCN(c2ncnc(SC)c2CC(=O)N2CCC[C@H](C(N)=O)C2)C1,7.2725450748210925
COCC(=O)Nc1c(Cl)cc(C)cc1OCc1ncccn1,4.858392228943246
COCC(=O)Nc1c(Cl)cc(C)cc1Oc1cccc(C(N)=O)c1,4.822657723022635
COC[C@@H]1CCCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.028984985837811
COC[C@@H]1CCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.357972475219064
COC[C@@]1(C)C[C@H](C(N)=O)CN1C(=O)Cc1cc(Br)ccc1SC,5.510062512868513
COC[C@H](C)NC(=O)c1nn(C)c2ccccc12,4.747146969020107
COC[C@H]1CCCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.197280846039433
COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC,4.011460574435143
COC[C@]1(C(=O)N2CCC[C@H](C(N)=O)C2)CCCCO1,6.0
COC[C@]12C[C@@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2,4.028724151261895
COCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.576757218249551
COCc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.8164704643841505
CO[C@@H]1CCCN(c2ncnc(SC)c2CC(=O)N2CCC[C@H](C(N)=O)C2)C1,6.170052776781682
CO[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1ccccc1C,4.928117992693875
CO[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccnc1,4.227015096629662
COc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)cccc1C(F)(F)F,5.032452023781138
COc1cc(Br)c(CC(=O)N2CCC[C@H](C(N)=O)C2)cc1OC,3.7202298309212716
COc1cc(Cl)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.018634490921456
COc1cc(NC(=O)C[C@H](C)C(F)(F)F)n(C)n1,4.632048101200719
COc1ccc(C(F)(F)F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.449959375475284
COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@H](C(N)=O)C1,4.828494707777949
COc1ccc(C(F)(F)F)cc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,4.561127532480804
COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.069229199277436
COc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c(OC)c1,4.635207042042172
COc1ccc(Cl)c2c1C(=O)C(=O)N2,4.628932137728264
COc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.727236212379233
COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,3.989247537499024
COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.262803072736122
COc1ccc(F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2094239507757765
COc1ccc2c(n1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2,4.452380443994761
COc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,4.608183969818477
COc1cccc(Cl)c1CC(=O)N1CCC[C@@H](C(N)=O)C1,4.620456050805198
COc1cccc(Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,4.622677022341784
COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(=O)NC2CC2)C1,4.899323290233971
COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2CCC[C@H]21,4.819608655063361
COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,4.465918205168407
COc1cccc(Cl)c1NC(=O)N1CC[C@H](C(N)=O)C1,4.612119831707907
COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.956109291095229
COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,4.612661045864782
COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)n1,5.072431269429168
COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,5.313218576201494
COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,5.161195917717353
COc1cccc2c1CC[C@H]2N1C[C@H](C(N)=O)CCC1=O,4.789637072991269
COc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCS2,4.29598340377612
COc1ccccc1CC(=O)N(C)CCC(N)=O,4.935542010773082
COc1ccccc1CC(=O)N1CCCC[C@H](C(N)=O)C1,4.952204384072568
COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.128427064454121
COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)CC1,4.952188702489189
COc1ccccc1CC(=O)N1CCN[C@H](C(N)=O)C1,5.622664040174432
COc1ccccc1CC(=O)N1CCO[C@@H](C(N)=O)C1,4.615695746966642
COc1ccccc1CC(=O)N1CC[C@@H](O)C1,4.951406063714552
COc1ccccc1CC(=O)N1CC[C@H](CC(N)=O)C1,5.055150304924533
COc1ccccc1CC(=O)N1CC[C@H](NC(N)=O)C1,5.056011124926228
COc1ccccc1CC(=O)N1C[C@H](C(N)=O)CC(F)(F)C1,5.41096889227547
COc1ccccc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,4.411260481653311
COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C(F)(F)F)C1,5.110698297493689
COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C)C1,5.303920706565589
COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,4.6216971581255635
COc1ccccc1CCN1C[C@H](C(N)=O)CC1=O,5.044970753420985
COc1ccccc1CN1C[C@H](C(N)=O)CC1=O,4.62709189585908
COc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,4.956855685489159
COc1ccccc1NC(=O)Nc1cccnc1,4.740875707793589
COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,5.161780778092374
COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,5.415903931859735
COc1ccccc1[C@H](C)CN1C[C@H](C(N)=O)CC1=O,4.917407524166997
COc1ccccc1[C@H](C)N1C[C@H](C(N)=O)CCC1=O,5.565980102355844
COc1ccccc1[C@H](N)C(=O)N1CCC[C@H](C(N)=O)C1,5.349983835684398
COc1ccccc1[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H](C(N)=O)C1,4.930769702637148
COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,5.238439218136987
COc1ccccc1[C@H](O)CN1C[C@H](C(N)=O)CC1=O,5.276902343492681
COc1ccccc1[C@H](O)CN1C[C@H](C(N)=O)CCC1=O,5.212129340035951
COc1ccccc1[C@H](OC)C(=O)N1CCC[C@H](C(N)=O)C1,5.523700643055132
COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.648165195719463
COc1cccnc1CN1CCC[C@H](C(N)=O)C1,5.576653344896242
COc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.5976855768259925
COc1ncc(-c2ccc(SC)c(CC(=O)N3CCC[C@H](C(N)=O)C3)c2)cc1C#N,5.612933991649193
COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.832067775571805
COc1ncccc1-c1ccc(SC)c(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,5.926316446103106
COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.7041526453581515
COc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.487273331768478
COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,4.618016608302379
COc1ncccc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,4.601213898998983
CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.018181392829336
CSCC1(CC(=O)N2CCC[C@H](C(N)=O)C2)CC1,4.0270354434741735
CSC[C@H]1C[C@H]1C(=O)N1CCC[C@H](C(N)=O)C1,4.808721339045607
CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1,3.5961527992975952
CSc1c(Br)cccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.472492797097293
CSc1c(F)cccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.319967775442991
CSc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)c(C)nn1C,4.6073172842698655
CSc1ccc(-c2cc(C#N)ncc2F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.682717212000788
CSc1ccc(-c2cc(C)c(=O)n(C)c2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.031014087429405
CSc1ccc(-c2cc(C)nn2C)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.436862866226505
CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.955905430140241
CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.340503680200894
CSc1ccc(-c2cc[nH]n2)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.343392058545723
CSc1ccc(-c2ccc(N3CCN(C)CC3)nc2)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.646304383229654
CSc1ccc(-c2cccc3cnn(C)c23)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.852511447271943
CSc1ccc(-c2ccccc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.7575850142068425
CSc1ccc(-c2ccccn2)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.363385275343752
CSc1ccc(-c2ccccn2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.770247859071493
CSc1ccc(-c2cccnc2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,6.025403843721281
CSc1ccc(-c2cccnc2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.615017621163278
CSc1ccc(-c2cccnc2C(C)C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.6330261065597185
CSc1ccc(-c2cccnc2N)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.467825319983038
CSc1ccc(-c2ccnc(N(C)C)c2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.212710086334884
CSc1ccc(-c2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.983523026568097
CSc1ccc(-c2ccncc2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,5.961043847617085
CSc1ccc(-c2ccncc2)cc1NC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,5.742028204896328
CSc1ccc(-c2ccncc2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.058389757043434
CSc1ccc(-c2ccnn2C(C)(C)C)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,4.912085112444354
CSc1ccc(-c2ccnn2C2CCC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.6437811411974925
CSc1ccc(-c2cn[nH]c2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.438312682607372
CSc1ccc(-c2cn[nH]c2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,5.626220997937759
CSc1ccc(-c2cn[nH]c2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.7751410435308275
CSc1ccc(-c2cncc(C)c2C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.401951923140469
CSc1ccc(-c2cncc(S(C)(=O)=O)c2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.687762124194347
CSc1ccc(-c2cncc3ccccc23)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.484126156288321
CSc1ccc(-c2cnco2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.622961397710664
CSc1ccc(-c2cnn[nH]2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.821074156272469
CSc1ccc(-c2cnnn2C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.437915347454481
CSc1ccc(-c2csc(C(F)F)c2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.104588372500485
CSc1ccc(-c2ocnc2C)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,5.964275769895213
CSc1ccc(-n2cccn2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.017614181634599
CSc1ccc(-n2ccnc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.816743356703912
CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.504803930407411
CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,4.084730020129478
CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)[C@@H]1C,4.01122507362837
CSc1ccc(Br)cc1CC(=O)N1CC[C@H](C(N)=O)C1,4.166573738364501
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,5.370420577541523
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,5.163175522827518
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)[C@H]2C[C@H]21,4.590066876668706
CSc1ccc(Br)cc1CC(=O)N1[C@H]2CC[C@H](C(N)=O)[C@@H]1CC2,4.022734028686543
CSc1ccc(Br)cc1OC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,4.757850080326607
CSc1ccc(Br)cc1OC(=O)N1C[C@H](C(N)=O)CC[C@@H]1CO,5.994964027913848
CSc1ccc(Br)cc1OC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,6.134970625328986
CSc1ccc(Br)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.442779415416162
CSc1ccc(Br)cc1[C@H](NC(=O)OC(C)(C)C)C(=O)N1CC[C@H](C(N)=O)C1,4.616253373468555
CSc1ccc(C(=O)N(C)C2CCC(C)(C)CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.8542464945359285
CSc1ccc(C(=O)N2CC=CCC23CCC3)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.727326160448949
CSc1ccc(C(=O)N2Cc3nccc(C)c3C2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.732131922180389
CSc1ccc(C(=O)Nc2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.058292496038209
CSc1ccc(C2=CCN(C)CC2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.217987758487747
CSc1ccc(C2=CCN(C)CC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,6.4554495427646055
CSc1ccc(C2=CCN(C)CC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.6167895690531875
CSc1ccc(C2=CCNCC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.359785941635829
CSc1ccc(C2=CCOCC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.278226151900541
CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.5276774658141035
CSc1ccc(N2CCCC2=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,5.0622764945153795
CSc1ccc(N2CCOCC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.924868863339022
CSc1ccc(OC2CC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.674438823846753
CSc1ccc(S(C)(=O)=O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.609697925694327
CSc1ccc(SC(C)(C)C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.1112214896446675
CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2,4.060454118763697
CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,5.772572568212773
CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,6.128863936621021
CSc1ccc2ncccc2c1NC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,5.669481598088156
CSc1ccc2ncccc2c1NC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.155618588158782
CSc1ccc2ncccc2c1OC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,6.223231835566202
CSc1ccc2ncccc2c1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.55419279444554
CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,5.775683273773221
CSc1cccc(-c2cc(C(F)(F)F)nn2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.150667872559956
CSc1cccc(-c2ccc(C(F)(F)F)cc2C#N)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.656918950334414
CSc1cccc(-c2ccc(C(F)(F)F)o2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.785803993839482
CSc1cccc(-c2cn(C)c(=O)c3ccccc23)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.086272291520818
CSc1cccc(-c2sccc2C2CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.508648103412354
CSc1cccc(-n2ccnc2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.508866053332301
CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.23959580735841
CSc1cccc(C2=CCCCC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.358458624958955
CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.1650303504723505
CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,4.610891805164698
CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2,3.9795272089559
CSc1cccc2c1[C@@H](C(=O)N1C[C@H](C(N)=O)C[C@H]3C[C@H]31)CC2,6.317002294422829
CSc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2,6.105065909655473
CSc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCC2,4.913179132164633
CSc1ccccc1CC(=O)N1CCC(F)(F)[C@H](C(N)=O)C1,4.92096962924201
CSc1ccccc1CC(=O)N1CCC[C@H](C(F)F)C1,3.883316455303125
CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.393063563669464
CSc1ccccc1CC(=O)N1CCC[C@H](CCO)C1,3.7794804346789226
CSc1ccccc1CC(=O)N1CCC[C@H](CF)C1,4.015189894778023
CSc1ccccc1CC(=O)N1CCC[C@H](O)C1,4.0254883072626715
CSc1ccccc1CC(=O)N1CCC[C@H](S(N)(=O)=O)C1,4.603800652904264
CSc1ccccc1CC(=O)N1CCC[C@H]1c1cnc[nH]1,4.853871964321762
CSc1ccccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21,4.035167674220528
CSc1ccccc1CC(=O)N1CCC[C@](F)(C(N)=O)C1,3.8397825513691886
CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1,3.955966436496336
CSc1ccccc1CC(=O)N1CCNC(=O)C1,4.006123085058789
CSc1ccccc1CC(=O)N1CC[C@H]2[C@H](C1)[C@H]2C(N)=O,4.558200508454535
CSc1ccccc1CC(=O)N1CC[C@](O)(c2c[nH]nn2)C1,4.017390444950877
CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1CO,4.599655204790009
CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1,5.207231875935455
CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,5.676463453677816
CSc1ccccc1CC(=O)N1C[C@H](C)C[C@@H](C(N)=O)C1,4.494060495927921
CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,4.06908738823076
CSc1ccccc1CC(=O)N1C[C@H](O)C[C@@H](C(N)=O)C1,3.66094239119996
CSc1ccccc1CC(=O)N1C[C@H]2C[C@@]1(CC(N)=O)C2,4.051345937463026
CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,4.6439741428068775
CSc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,4.601955140820748
CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1,4.640164517660112
CSc1ccccc1N1C[C@H](C(N)=O)CCC1=O,4.6020599913279625
CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.8268386347140675
CSc1ccccc1[C@H](C(=O)N1CC[C@H](C(N)=O)C1)N1CCCC1=O,7.194299872872455
CSc1ccccc1[C@H](NC(=O)C(C)C)C(=O)N1CC[C@H](C(N)=O)C1,4.616633749466019
CSc1ccccc1[C@H](NC(=O)C1(C)CCC1)C(=O)N1CC[C@H](C(N)=O)C1,4.6108664765966765
CSc1ccccc1[C@H](NC(=O)C1CC1)C(=O)N1CC[C@H](C(N)=O)C1,4.612020519224207
CSc1ccccc1[C@H](NC(=O)CC(F)(F)F)C(=O)N1CC[C@H](C(N)=O)C1,4.15694990903351
CSc1ccccc1[C@H](NC(=O)CC1CC1)C(=O)N1CC[C@H](C(N)=O)C1,4.287343084176254
CSc1ccccc1[C@H](NC(=O)CNC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1,5.199617314652804
CSc1ccccc1[C@H](NC(=O)Cc1ccccc1)C(=O)N1CC[C@H](C(N)=O)C1,4.505347154054938
CSc1ccccc1[C@H](NC(=O)Cc1cccnc1)C(=O)N1CC[C@H](C(N)=O)C1,4.6077519100900055
CSc1ccccc1[C@H](NC(=O)Cn1cccn1)C(=O)N1CC[C@H](C(N)=O)C1,4.730497044785864
CSc1ccccc1[C@H](NC(=O)OC(C)(C)C)C(=O)N1CC[C@H](C(N)=O)C1,4.621638788259481
CSc1ccccc1[C@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1,5.186061162833519
CSc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.097431091411007
CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.534026193176526
CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,5.452530294347775
CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,4.881756561812204
CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1,3.7610330044413067
CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.407893372233542
CSc1cncnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.176969771296364
CSc1cscc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.073475651835252
CSc1nc2c(cc1NC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2,4.217527375833714
CSc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.072700933344527
CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.2209855861319525
CSc1nccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.781195179900988
CSc1ncnc(-c2cn[nH]c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.579850424620521
